,Status,AFP,APOBEC3A,ART3,CCL7,CXCL10,CXCL9,DNAH7,GRID2,HTR3A,KRT78,LAMP3,MYLK2,PGBD5,POTEKP,RAET1L,SLC28A2,SOX11,SPHK1,TH,TMEM171,TNRC18P1,TREM1,TTC6,UGT2B15,VRTN
Sample340,0,7.832890014,5.930737338,3.321928095,0,7.658211483,8.651051691,7.033423002,0,4.169925001,0,6.129283017,0,6.169925001,10.20457114,5.392317423,5.727920455,5.392317423,8.566054038,5.044394119,3.321928095,6.658211483,5.64385619,7.636624621,5.087462841,0
Sample341,0,7.087462841,4.906890596,4.95419631,0,7.392317423,7.417852515,7.607330314,0,0,0,6.321928095,4.754887502,5.491853096,9.726218159,4.247927513,5.857980995,5.906890596,8.985841937,1,5.523561956,7.159871337,3.584962501,8.353146825,4.087462841,1
Sample342,0,3.169925001,4.807354922,4.459431619,0,7.055282436,6.727920455,6.700439718,0,4.087462841,1,6.894817763,1,6.392317423,10.69696753,4.392317423,5.357552005,4.523561956,8.209453366,4.321928095,5.044394119,6.339850003,4,7.055282436,6.375039431,0
Sample343,0,4.523561956,6.22881869,4.754887502,5.087462841,8.049848549,9.620219826,7.330916878,5.392317423,1,4.754887502,6.247927513,4,6.768184325,10.08081753,3.321928095,5.285402219,5.426264755,8.233619677,1,3.321928095,6.409390936,5.285402219,6.930737338,6.918863237,4.857980995
Sample344,0,8.447083226,5.357552005,3.807354922,0,7.672425342,7.159871337,7.900866808,1,1,1,7.294620749,4.459431619,6.930737338,12.35231935,6.375039431,6.357552005,5.459431619,9.231221181,5.087462841,5.392317423,7.312882955,5.906890596,8.495855027,7.14974712,0
Sample345,0,7.912889336,7.108524457,4.087462841,5.129283017,6.754887502,8.451211112,7.400879436,5.584962501,5.169925001,1,7.199672345,0,6.768184325,10.75238065,5.247927513,1,6.06608919,9.033423002,4.321928095,4.392317423,7.303780748,5.700439718,7.658211483,4.807354922,0
Sample346,0,3.700439718,7.108524457,3.700439718,1,7.383704292,10.05934446,5.781359714,4.321928095,3.700439718,0,5.321928095,0,4.087462841,6.64385619,0,6.129283017,1,6.554588852,1,3.321928095,3.321928095,6.845490051,0,2.584962501,1
Sample347,0,6.22881869,7.918863237,5.044394119,5.700439718,8.21916852,8.761551232,7.942514505,7.960001932,3.906890596,0,8.438791853,0,5.906890596,11.14720492,6.266786541,6.741466986,6.584962501,8.164906927,0,3.321928095,5.459431619,7.523561956,7.936637939,5.930737338,4.95419631
Sample348,0,5.930737338,7.076815597,5.392317423,0,9.552669098,10.08347933,9.14974712,6.857980995,6.247927513,5.554588852,8.584962501,1,7.971543554,9.794415866,6.845490051,6.768184325,10.46964182,8.921840937,5.977279923,4.459431619,6.247927513,7.357552005,9.337621902,5.754887502,0
Sample349,0,6.741466986,8.791162889,4.087462841,4,6.539158811,6.832890014,6.554588852,5.357552005,4.169925001,0,6.22881869,4.906890596,6,9.47370575,6.426264755,4.459431619,6.554588852,8.924812504,1,4.169925001,6.209453366,7.924812504,6.339850003,6.491853096,1
Sample350,0,9.461479447,1,4.459431619,0,7.894817763,7.17990909,6.741466986,0,3.807354922,0,5.807354922,4.700439718,4.169925001,9.027905997,6.339850003,6.285402219,7.257387843,7.189824559,4.247927513,3.321928095,4,4.754887502,7.607330314,7.781359714,0
Sample351,0,9.033423002,6.64385619,3.906890596,0,7.977279923,8.550746785,7.807354922,7.199672345,3.906890596,0,6.169925001,5.209453366,5.857980995,12.71960273,5.459431619,4.754887502,4.64385619,8.515699838,4.754887502,4.392317423,8.044394119,5.781359714,8.994353437,5.807354922,1
Sample352,0,9.445014846,4.906890596,5.087462841,0,7.54689446,7.108524457,8.169925001,5.491853096,0,5.044394119,6.95419631,4.321928095,6.14974712,12.37802385,3.459431619,6.539158811,6.988684687,8.826548487,5.285402219,1,8.087462841,5.392317423,9.052568051,6.930737338,5.169925001
Sample353,0,8.209453366,7.383704292,4.64385619,0,9.055282436,9.810571635,7.475733431,5.614709844,4.247927513,5.285402219,7.022367813,1,6.658211483,11.183015,5.247927513,6.658211483,7.392317423,8.577428828,0,7.599912842,7.491853096,6.87036472,8.64385619,7.721099189,0
Sample354,0,7.303780748,6.794415866,3.700439718,7.714245518,8.103287808,9.027905997,5.977279923,4.523561956,4.95419631,1,5.672425342,4.700439718,7.330916878,8.483815777,0,6.285402219,5,8.939579214,5.044394119,3.321928095,5.321928095,6.169925001,6.108524457,3.459431619,0
Sample355,0,6.539158811,5.584962501,3.807354922,1,7.73470962,6.930737338,6.22881869,0,3.584962501,0,4.857980995,4.169925001,4.906890596,8.960001932,4.523561956,4.087462841,2,7.129283017,1,1,5.169925001,5.614709844,6.22881869,4.64385619,0
Sample356,0,5.044394119,5.614709844,4.321928095,0,7.754887502,8.569855608,5.882643049,1,1,0,5.857980995,1,5.857980995,7.383704292,3.321928095,5.781359714,3.169925001,7.459431619,1,3.321928095,4.247927513,4.087462841,5.857980995,2.321928095,0
Sample357,0,6.820178962,5.209453366,3.321928095,1,8.044394119,9.550746785,7.592457037,6,3.906890596,0,5.64385619,4.169925001,5.95419631,12.3777528,4.754887502,6.442943496,5.614709844,8.396604781,4.392317423,5.285402219,7.475733431,4.247927513,8.625708843,8.027905997,0
Sample358,0,5.087462841,6.584962501,3.321928095,1,6.807354922,8.098032083,7.276124405,6,3.807354922,0,6.977279923,0,5.64385619,10.82017896,4.392317423,5.357552005,4.247927513,7.781359714,5.426264755,4.95419631,6.426264755,7.651051691,8.204571144,5.491853096,0
Sample359,0,7.636624621,6.459431619,5,0,8.388017285,7.820178962,8.588714636,6.672425342,4.321928095,1,5.977279923,6.475733431,6.14974712,11.89671082,3.459431619,7.169925001,6.686500527,8.842350343,4.523561956,4.247927513,8.271463028,6.714245518,9.46760555,7.189824559,0
Sample360,0,10.13185696,5.584962501,4.584962501,0,7.011227255,7.982993575,8.30833903,5.672425342,4.95419631,6.357552005,7.330916878,0,5.321928095,12.92703717,4.459431619,8.54303182,2,8.781359714,5.357552005,3.459431619,7.622051819,6.189824559,8.939579214,5.169925001,5.209453366
Sample361,0,6.845490051,7.584962501,4.584962501,4.169925001,11.24198315,10.43879185,7.614709844,6.459431619,4.95419631,0,7.312882955,4.392317423,6.491853096,10.62570884,1,6.209453366,5.930737338,9.226412193,5.857980995,4.459431619,6.14974712,5.754887502,7.266786541,6.569855608,0
Sample362,0,3.584962501,7.199672345,4.459431619,3.807354922,6.906890596,7.912889336,5.129283017,0,3.584962501,0,4.247927513,3.459431619,5.247927513,6.392317423,0,4,1,6.906890596,1,3.169925001,3.459431619,7.577428828,0,0,0
Sample363,0,6.044394119,3.807354922,4.459431619,0,6.554588852,6.129283017,7.768184325,6.108524457,3.906890596,4.857980995,5.491853096,4.95419631,6.459431619,12.41389233,3.321928095,6.930737338,4.906890596,8.276124405,5.129283017,3.321928095,8.321928095,3,8.430452552,8.577428828,0
Sample364,0,6.247927513,6.700439718,4.247927513,0,10.37503943,8.016808288,8.21916852,1,4.247927513,0,7.539158811,5.044394119,6.087462841,12.3426303,5.754887502,6.700439718,5.64385619,8.717676423,4.392317423,5,8.060695932,4.087462841,8.071462363,5.977279923,0
Sample365,0,1,6.599912842,11.97333862,0,6.266786541,5.357552005,4.857980995,1,0,0,1.584962501,15.20212382,6.714245518,8.118941073,1,5.930737338,3.700439718,6.714245518,0,5.906890596,0,6.832890014,4.754887502,0,0
Sample366,0,6.977279923,5.321928095,3,4,7.523561956,8.348728154,7.266786541,5.357552005,4.169925001,6.700439718,5.754887502,1,5.491853096,11.25561875,4.700439718,6.686500527,6.475733431,8.184875343,5,4.392317423,6.965784285,4.906890596,7.95419631,4.807354922,0
Sample367,0,8.665335917,3.584962501,3.584962501,1,5.727920455,6.209453366,6.918863237,4.700439718,3.700439718,0,4.087462841,3.807354922,5.209453366,9.87036472,4.95419631,5.614709844,3.700439718,7.46760555,4.087462841,3.321928095,6.129283017,4.169925001,7.982993575,4.857980995,0
Sample368,0,8.438791853,5.554588852,4.392317423,0,8.622051819,8.303780748,8.14974712,4.64385619,4.857980995,1,7.62935662,0,5.930737338,10.97369737,5.584962501,6.584962501,6.339850003,8.409390936,4.321928095,5.285402219,6.475733431,5.129283017,8.370687407,5,0
Sample369,0,5.727920455,7.77478706,4.459431619,7.906890596,7.17990909,8.276124405,5.64385619,1,4.64385619,0,6.894817763,4.857980995,5.554588852,7.17990909,3.321928095,5.321928095,1,9.172427509,5.044394119,0,0,9.038918989,1,0,0
Sample370,0,7.044394119,7.754887502,4.459431619,5.357552005,10.10197567,9.47370575,9.055282436,5.209453366,5.672425342,1,8.189824559,6.64385619,6.129283017,15.10999385,5.247927513,7.285402219,7.906890596,8.957102042,6.409390936,4.700439718,8.813781191,7.50779464,10.59525748,7.46760555,0
Sample371,0,9.370687407,5.247927513,4.321928095,0,6.554588852,5.426264755,8.011227255,5.554588852,0,4.95419631,5.882643049,1,5.426264755,11.12541347,5.426264755,6.339850003,5.906890596,9.087462841,5.357552005,3.321928095,7.614709844,5,8.77478706,5.930737338,1
Sample372,0,1,1,2.584962501,0,4.95419631,7.876516947,7.348728154,0,0,1,6.584962501,1,8.06608919,1,1,1,6.209453366,9.493855449,1,0,5.754887502,5.700439718,8,9.187352073,0
Sample373,1,1,7.700439718,11.23242093,1,12.25059451,11.72109919,3.459431619,1,1,1,9.121533517,1,9.54689446,6.169925001,2,1.584962501,3.700439718,7.266786541,1,1.584962501,1,1.584962501,1,1,1
Sample374,1,1.584962501,5.491853096,7.768184325,1,11.87843415,11.55889898,3.906890596,1,1,1,7.74819285,1.584962501,4.584962501,6.554588852,2,2,7.636624621,7.857980995,1,2.321928095,1.584962501,2.807354922,2,1,1
Sample375,1,2,7.357552005,8.184875343,1.584962501,10.38694025,9.575539247,4.95419631,2.584962501,5.672425342,2,6.845490051,3.807354922,7.442943496,7.118941073,4.321928095,4.087462841,6.700439718,8.807354922,4.700439718,3.321928095,4.169925001,5.977279923,3.169925001,1,1
Sample376,1,1.584962501,4.169925001,3.169925001,2.321928095,11.89481776,10.76735685,4.584962501,1,1,1,8.392317423,2.321928095,6.129283017,5.491853096,2.584962501,2.584962501,7.839203788,8.357552005,1.584962501,3,2,2.584962501,3.169925001,1,1
Sample377,1,2,4.459431619,3.584962501,4.169925001,9.375039431,8.503825738,4.459431619,2.807354922,3.700439718,2.584962501,5.129283017,3.700439718,6.375039431,9.344295908,5,4,10.05934446,9.481799432,2.807354922,3.459431619,3.807354922,6.392317423,3.459431619,1,1
Sample378,1,3.169925001,6.189824559,3.906890596,1.584962501,10.16741815,9.861086906,4.754887502,2.321928095,2.321928095,2.321928095,4.754887502,2.807354922,5.129283017,7.303780748,2.584962501,3.459431619,10.02375435,7.832890014,8.924812504,3.169925001,3.321928095,6.06608919,5.64385619,1,1
Sample379,1,1.584962501,5.906890596,3.321928095,4.95419631,10.62753388,11.16113188,4.857980995,1.584962501,2,2,4.321928095,3,5.247927513,6.700439718,2.321928095,3.459431619,4.857980995,6.169925001,4,3,2.807354922,5.426264755,6.285402219,4.087462841,1
Sample380,1,1.584962501,2.584962501,3.169925001,1,7.599912842,10.23122118,4.64385619,1.584962501,5.129283017,1,10.45429929,1,4.169925001,11.70000615,2,3,3.321928095,6.087462841,1.584962501,1.584962501,2.321928095,3.459431619,2.321928095,1,1
Sample381,1,1,6.714245518,6.62935662,2.584962501,12.16741815,10.99506047,5.95419631,1,1,1,10.32418055,2,5,5.129283017,1.584962501,1.584962501,4.807354922,8.531381461,1,3,1.584962501,3.584962501,2.321928095,1,1
Sample382,1,6.339850003,7.06608919,3.459431619,2,7.159871337,6.375039431,5.584962501,1.584962501,2.584962501,1,4.584962501,2.807354922,8.154818109,11.30378075,4.459431619,3.584962501,11.2039597,7.622051819,7.247927513,2,3,5.357552005,2.584962501,2.807354922,1
Sample383,1,2,5.321928095,5.459431619,4.169925001,9.984418459,9.93516505,4.459431619,2.584962501,2.584962501,1.584962501,7.247927513,3.807354922,5.209453366,8.603626345,4.459431619,3.906890596,5.930737338,8.108524457,2,4.247927513,4.700439718,5.426264755,3.584962501,1,1.584962501
Sample384,1,3.700439718,6.247927513,4.523561956,3.700439718,7.8008999,6.714245518,6.321928095,3.321928095,3.459431619,4.087462841,4.906890596,4.169925001,6.06608919,10.84156435,6.22881869,4.584962501,5.357552005,8.791162889,4.087462841,5.426264755,4.459431619,5.491853096,5.044394119,2,4.087462841
Sample385,1,3.321928095,6.727920455,4.906890596,3.321928095,9.477758266,7.189824559,4.807354922,3,3,3.459431619,7.851749041,4.523561956,5.321928095,8.566054038,4.169925001,4.247927513,9.126704473,9.052568051,3.584962501,4,4.523561956,5.087462841,3.700439718,1.584962501,3.321928095
Sample386,1,1,6.459431619,10.94617524,4.64385619,11.52894242,6.321928095,4,1,9.461479447,1,8.930737338,1,10.06069593,8.451211112,4.857980995,2.321928095,8.622051819,7.87036472,1.584962501,2.321928095,2,5.906890596,1.584962501,1,1
Sample387,1,1.584962501,8.060695932,9.652844973,3.459431619,10.58308277,9.068778278,4.321928095,1.584962501,3.169925001,1.584962501,8.897845456,2.584962501,5.727920455,8.632995197,8.861086906,3.459431619,5.392317423,9.226412193,2.584962501,3,3.169925001,5.930737338,2.584962501,1,1
Sample388,1,1,3.584962501,2.807354922,7.562242424,12.01262454,11.54254826,3.584962501,1,1.584962501,1,5.807354922,1,7.139551352,6.50779464,1.584962501,2,9.807354922,7.400879436,1.584962501,1.584962501,1,4.906890596,1.584962501,1,1
Sample389,1,3.169925001,5.672425342,4.087462841,2.807354922,8.95419631,9.923327485,4.64385619,3.169925001,2.807354922,2.584962501,6.189824559,3.700439718,6.807354922,8.519636253,3.700439718,7.383704292,5,7.011227255,4.906890596,4.087462841,4.700439718,5.087462841,4.459431619,9.77148947,2
Sample390,1,1.584962501,4.392317423,11.29232163,2,2.321928095,4.321928095,5.129283017,2.321928095,2.321928095,1.584962501,3.459431619,2.807354922,4.459431619,7.942514505,3,4.169925001,5.129283017,9.93516505,3,3,4.247927513,3.700439718,3,1,1
Sample391,1,1,2.584962501,2.807354922,1,11.66044165,11.83051521,4.087462841,1,1,1,7.257387843,1,4.247927513,7.055282436,1.584962501,1.584962501,8.854868383,7.400879436,3.700439718,1.584962501,2,4.247927513,1.584962501,1,1
Sample392,1,1.584962501,6.339850003,10.80896417,1,10.44397954,11.08613623,3.584962501,1,1,1,4.087462841,1.584962501,6.129283017,7.339850003,2,2.321928095,9.681238412,8.527477006,1.584962501,2,2,4.169925001,2,1,1
Sample393,1,1.584962501,9.385862401,11.40673648,1.584962501,10.28886607,8.092757141,3.584962501,1,1,1,8.994353437,2,9.266786541,8.471675214,2,2.584962501,8.463524373,9.463524373,2.584962501,2.321928095,2,4.700439718,2.584962501,1,1
Sample394,1,1,9.167418146,11.2974895,10.22400167,12.72430067,10.96144969,3,1,1,1,9.938109326,1,8.479780264,2,2.584962501,1.584962501,6.686500527,9.027905997,1,1,1,2.321928095,1,1,1
Sample395,1,1,6.392317423,3.321928095,2.321928095,7.721099189,7.409390936,4.392317423,2.321928095,6.894817763,2,4.392317423,3.459431619,5.426264755,12.33566949,3.169925001,3.321928095,8.087462841,7.614709844,8.247927513,3.169925001,3.321928095,6.491853096,3.169925001,1,1
Sample396,1,4,6,3.807354922,1,8.049848549,7.159871337,4.392317423,2,3,2.321928095,5.321928095,3.584962501,5.321928095,12.49984589,2.807354922,3,8.262094845,8.46760555,2.807354922,3.906890596,2.807354922,4.807354922,2.584962501,1,1
Sample397,1,1,4,3.906890596,1.584962501,10.24911345,9.515699838,4.247927513,1,1.584962501,5.754887502,10.05256805,2.807354922,8.396604781,10.95274125,6.022367813,3,5.209453366,6.266786541,3,3.807354922,2.584962501,7.74819285,2.584962501,1,1
Sample398,1,1,9.668884984,11.2708793,1,12.37095979,6.303780748,3.584962501,1,3.321928095,1,10.23959853,1,10.60825482,1,1.584962501,1.584962501,8.257387843,8.573647187,3.584962501,1.584962501,1,2.584962501,1,1,1
Sample399,1,1,2.584962501,2.321928095,4.584962501,12.1424262,12.47548013,3,1,1,1,3.807354922,1,5.554588852,6.942514505,1,1,4.247927513,7.982993575,1,1,1,7.864186145,1,1,1
Sample400,1,3,4.169925001,5.491853096,3.321928095,7.303780748,7.826548487,5.459431619,3.321928095,3.321928095,3.321928095,6.539158811,4.523561956,5,11.35920049,5.129283017,4.321928095,4.807354922,8.022367813,3.584962501,5,4.857980995,5.491853096,4.459431619,2.321928095,2
Sample401,1,1,4.807354922,8.577428828,2.321928095,11.75405237,10.52649924,3.906890596,1,1,1,9.231221181,2,4.169925001,7.303780748,2.584962501,2.321928095,6.599912842,8.784634846,1.584962501,2.584962501,2,3,1.584962501,1,1
Sample402,1,1,4.807354922,5.832890014,1,12.53867395,11.9505559,3.700439718,1,1,1,8.84862294,1,4.321928095,5.700439718,1,1.584962501,7.599912842,7.055282436,6.50779464,1,1,2.584962501,1.584962501,1,1
Sample403,1,1.584962501,5.807354922,4.321928095,1,9.952741247,10.35424938,4.857980995,2,1.584962501,2,6.50779464,2,4.754887502,8.700439718,2.807354922,4.906890596,8.727920455,9.722807531,2.321928095,2.807354922,3.321928095,3.169925001,2.807354922,1,1
Sample404,1,3.321928095,4.087462841,3.906890596,7.531381461,8.845490051,9.278449458,5.554588852,2.584962501,3,3,6.285402219,3.321928095,7.636624621,10.77889848,3.906890596,3.906890596,3.807354922,8.076815597,3.459431619,3.584962501,4.906890596,5.087462841,3.169925001,1,1.584962501
Sample405,1,2.807354922,3.169925001,3.807354922,2.321928095,9.980139578,9.810571635,5,1.584962501,3.906890596,3,8.312882955,3.321928095,5.523561956,8.479780264,3.169925001,3.807354922,7.95419631,9.022367813,2.807354922,3.459431619,3.807354922,4.906890596,3.807354922,1.584962501,1
Sample406,1,2.584962501,4.754887502,7.77478706,2.807354922,9.99859043,9.394462695,4.64385619,2.321928095,2.321928095,2.584962501,6.459431619,3.700439718,6.658211483,8.562242424,3.321928095,4.321928095,7.651051691,7.651051691,3.807354922,4.087462841,4.392317423,5.977279923,3.584962501,1.584962501,1.584962501
Sample407,1,5.614709844,4.392317423,3.584962501,2,8.54303182,9.99859043,4.392317423,2.321928095,2.584962501,2.584962501,9.957102042,3.321928095,5,10.71853288,3,4.392317423,4.247927513,7.199672345,3,2.584962501,3.584962501,4.857980995,3.321928095,1,1
Sample408,1,1,2.807354922,2.807354922,5.807354922,12.19075065,10.7984718,3.321928095,1,3.321928095,1,11.30777003,1,3.584962501,1.584962501,1,1.584962501,10.44397954,10.50382574,1,2,1,2.807354922,1,1,1
Sample409,1,2,6.442943496,4.857980995,3,9.691743519,8.266786541,4.754887502,3.700439718,2.807354922,3.169925001,3.700439718,3.906890596,4.584962501,10.22037833,4.087462841,3.169925001,9.154818109,8.77478706,4,4.169925001,3.169925001,6.882643049,3,1,1
Sample410,1,1.584962501,7.451211112,8.459431619,1.584962501,10.11374217,10.29232163,4,1,8.224001674,1.584962501,8.055282436,2.807354922,7.826548487,10.17990909,6.392317423,2.807354922,5.392317423,7.383704292,7.417852515,2.321928095,2.321928095,4.64385619,2,1,1
Sample411,1,1.584962501,8.839203788,9.763212367,3.700439718,9.688250309,11.40247917,4.392317423,1,1.584962501,1.584962501,8.199672345,2,6.807354922,4.087462841,2.584962501,2.807354922,8.836050355,8.326429487,1.584962501,3.584962501,2.584962501,4.64385619,2.584962501,1,1
Sample412,1,1.584962501,5.727920455,3.169925001,1,7.499845887,8.184875343,4.754887502,1.584962501,1,1.584962501,4.700439718,3.321928095,4.459431619,11.75780667,2,3,11.05596023,8.857980995,7.199672345,3.169925001,3.169925001,3.906890596,3,1,1
Sample413,1,2,4.087462841,3,1,9.098032083,12.20426546,4.392317423,1,1.584962501,1,8.076815597,2.321928095,4.459431619,1.584962501,2.807354922,3.321928095,7.21916852,7.21916852,1.584962501,2.584962501,2.807354922,3.584962501,3.459431619,1,1
Sample414,1,2.807354922,7.483815777,7.483815777,3.584962501,8.082149041,5.95419631,5.807354922,4.087462841,3.906890596,4.247927513,7.189824559,4.584962501,7.442943496,9.479780264,5.727920455,4.584962501,4.807354922,8.988684687,3.459431619,4.807354922,5.044394119,6.599912842,3.700439718,2,3.700439718
